playername;playerteam;age
Shaquille Oneal;Clippers;40
Giannis Antetokounmpo;Magic;26
Isiah Thomas;Timberwolves;25
Steve Nash;Clippers;21
Wilt Chamberlain;Spurs;18
Kevin McHale;Cavaliers;21
Yao Ming;Spurs;24
Dwight Howard;76ers;32
LeBron James;Bulls;33
Luka Doncic;Celtics;41
Vince carter;Rockets;30
Hakeem Olajuwon;Nets;27
Steve Nash;Pacers;32
Isiah Thomas;Lakers;33
Charles Barkley;Nuggets;26
Jerry West;Celtics;34
Dwyane Wade;Magic;39
Michael Jordan;Warriors;23
Yao Ming;Bucks;29
Kevin McHale;Bucks;29
Charles Barkley;Pelicans;41
Damian Lillard;Pacers;25
Kemba Walker;Rockets;23
Larry Bird;Kings;32
James Worthy;Clippers;36
Kyrie irving;Pistons;36
Isiah Thomas;Knicks;25
Moses Malone;76ers;19
Paul George;Hawks;20
Kemba Walker;Knicks;21
Isiah Thomas;Celtics;41
Julius Erwing;Jazz;33
Bradley Beal;Blazers;41
Chris Paul;Hornets;22
Russell Westbrook;Bucks;37
Blake Griffin;Heat;20
Charles Barkley;Cavaliers;24
Wilt Chamberlain;Warriors;22
Tim Duncan;Mavericks;27
Jamal Murray;Warriors;21
Tracy McGrady;Lakers;19
Donovan Mitchell;Cavaliers;27
DeAron Fox;Bucks;31
Steve Nash;Mavericks;19
Steve Nash;Grizzlies;22
CJ McCollum;Hawks;23
Wilt Chamberlain;Spurs;29
Charles Barkley;Nets;37
David Robinson;76ers;31
Jerry West;Nuggets;36
Dwight Howard;Blazers;33
Manute Bol;Pistons;28
James Harden;Kings;29
Devin Booker;Hawks;21
Chris Paul;Suns;38
Michael Jordan;Lakers;23
Nikola Jokic;Pistons;38
Paul Pierce;Knicks;40
Hakeem Olajuwon;Grizzlies;40
Giannis Antetokounmpo;Pacers;19
Julius Erwing;Hornets;40
Paul George;Thunder;26
Dwight Howard;Nets;41
Karl Anthony-Towns;Hawks;20
Yao Ming;Lakers;39
Donovan Mitchell;Knicks;31
Kevin McHale;Pistons;31
DeAron Fox;Thunder;41
Larry Bird;Pistons;32
Shaquille Oneal;Warriors;25
Yao Ming;Cavaliers;26
George Gervin;Thunder;21
Luka Doncic;Jazz;30
Karl Malone;Celtics;28
Jerry West;Suns;41
Ray Allen;Blazers;37
Luka Doncic;Nuggets;29
Isiah Thomas;Hornets;31
Elgin Baylor;Spurs;24
Bill Russell;Warriors;19
Magic Johnson;Nuggets;30
Tracy McGrady;Timberwolves;39
Wilt Chamberlain;Pelicans;34
Kevin Garnett;Bulls;23
Carmelo Anthony;Raptors;41
Dirk Nowitzki;Nuggets;29
Joel Embiid;Cavaliers;27
Elgin Baylor;Lakers;35
Dominique Wilkins;Blazers;30
Dirk Nowitzki;Cavaliers;21
Damian Lillard;Warriors;31
George Mikan;Rockets;37
Dirk Nowitzki;Mavericks;29
Joel Embiid;Magic;21
Kevin McHale;Nets;24
Kevin Garnett;Thunder;22
James Harden;Bucks;39
Shaquille Oneal;Blazers;40
David Robinson;Pacers;41
Ray Allen;Grizzlies;25
George Gervin;Kings;22
Dwight Howard;Thunder;29
James Worthy;Pistons;27
Wilt Chamberlain;Lakers;28
Elgin Baylor;Spurs;23
Allen Iverson;Spurs;39
Larry Bird;Magic;24
Michael Jordan;Spurs;32
Paul George;Nets;19
John Stockton;Bulls;31
Reggie Miller;Spurs;28
Kareem Abdul-Jabbar;Warriors;23
Kawhi Leonard;Pelicans;22
Kevin Durant;Knicks;40
Julius Erwing;Hawks;39
Allen Iverson;Cavaliers;34
George Mikan;Nuggets;20
Carmelo Anthony;Nets;22
Charles Barkley;Pistons;32
James Worthy;Magic;37
Jason Kidd;Raptors;22
Giannis Antetokounmpo;Raptors;30
Paul Pierce;Nuggets;32
Larry Bird;76ers;21
Vince carter;Blazers;36
DeAron Fox;76ers;25
Mugsy Bouges;Heat;21
Kemba Walker;Pistons;30
Michael Jordan;Grizzlies;21
Larry Bird;Hawks;32
James Harden;Warriors;33
Anthony Davis;Kings;38
Larry Bird;Mavericks;32
Karl Malone;Nuggets;40
John Stockton;Thunder;32
Wilt Chamberlain;Thunder;21
Jason Kidd;Rockets;35
Joel Embiid;Cavaliers;22
Chris Bosh;Jazz;25
John Wall;Jazz;32
Dwyane Wade;Blazers;18
Tracy McGrady;Wizards;31
Kobe Bryant;Pelicans;28
Dominique Wilkins;Nets;24
John Stockton;Clippers;24
Magic Johnson;Warriors;29
Steph Curry;Pelicans;26
Joel Embiid;Kings;22
Dwyane Wade;Pelicans;28
James Harden;Rockets;36
CJ McCollum;Rockets;22
Wilt Chamberlain;76ers;27
Damian Lillard;76ers;37
LeBron James;Kings;40
Kawhi Leonard;Suns;39
Kevin Garnett;Rockets;39
DeMar DeRozan;Pistons;33
Joel Embiid;Hornets;32
Dennis Rodman;Timberwolves;40
Kawhi Leonard;Pacers;24
Bill Russell;Mavericks;28
Tracy McGrady;Lakers;30
Joel Embiid;Rockets;36
Jamal Murray;Celtics;28
Kemba Walker;Suns;26
Klay Thompson;76ers;24
Paul Pierce;Celtics;37
Carmelo Anthony;Suns;33
Charles Barkley;Wizards;21
Steph Curry;Nets;40
Dirk Nowitzki;Rockets;27
James Harden;Hornets;32
Julius Erwing;Clippers;25
George Gervin;Hornets;26
Donovan Mitchell;Hornets;36
Julius Erwing;Rockets;40
Paul George;Blazers;21
Vince carter;Wizards;22
Donovan Mitchell;Hornets;26
Hakeem Olajuwon;Pacers;38
Larry Bird;Raptors;22
Joel Embiid;Lakers;24
Jamal Murray;Raptors;25
David Robinson;Warriors;18
Patrick Ewing;Timberwolves;31
Klay Thompson;Blazers;36
Dwyane Wade;Nuggets;37
Steph Curry;Pelicans;25
Bill Russell;Celtics;32
Donovan Mitchell;Blazers;35
Carmelo Anthony;Jazz;19
Anthony Davis;Rockets;40
Kyrie irving;Magic;28
Larry Bird;Warriors;30
Kemba Walker;Jazz;19
Penny Hardaway;Thunder;27
Bill Russell;Pelicans;35
Klay Thompson;Pelicans;34
Karl Malone;Magic;41
Russell Westbrook;Kings;33
Carmelo Anthony;Hornets;19
Giannis Antetokounmpo;Pelicans;31
Klay Thompson;Bulls;34
Paul George;Magic;19
Anthony Davis;Blazers;19
Dwyane Wade;Thunder;34
Carmelo Anthony;Nets;39
Giannis Antetokounmpo;Lakers;21
Patrick Ewing;Bucks;28
Patrick Ewing;Hawks;35
Isiah Thomas;Thunder;19
Kemba Walker;Warriors;38
Patrick Ewing;Blazers;33
Anthony Davis;Heat;32
Anthony Davis;Clippers;28
Reggie Miller;Knicks;41
Luka Doncic;Warriors;36
Kevin Durant;Pistons;30
Paul Pierce;Nets;33
CJ McCollum;Pistons;37
Carmelo Anthony;Kings;21
Shaquille Oneal;Bucks;18
John Wall;Celtics;34
Karl Malone;Raptors;22
Russell Westbrook;Wizards;25
Steph Curry;Spurs;39
Donovan Mitchell;Rockets;35
Karl Malone;Nuggets;32
Wilt Chamberlain;Nets;25
John Wall;Nets;40
Tracy McGrady;Pistons;32
Kyrie irving;Bucks;22
Devin Booker;Mavericks;38
Russell Westbrook;Raptors;18
Mugsy Bouges;Cavaliers;27
Jamal Murray;Nuggets;38
Nikola Jokic;Pelicans;37
DeMar DeRozan;Thunder;19
Dennis Rodman;Heat;26
Moses Malone;Kings;21
Tim Duncan;Lakers;32
Klay Thompson;Celtics;33
Rudy Gobert;Raptors;39
Karl Anthony-Towns;Raptors;19
Manute Bol;Rockets;31
Devin Booker;Suns;29
LeBron James;Heat;36
Kevin Garnett;Raptors;37
Allen Iverson;Kings;18
Jason Kidd;Blazers;39
Penny Hardaway;Celtics;36
Dwyane Wade;Magic;24
Scottie Pippen;Hawks;29
Karl Anthony-Towns;Magic;26
Charles Barkley;Pelicans;33
LeBron James;Cavaliers;19
Carmelo Anthony;Pacers;22
Ja Morant;Hornets;18
Dwight Howard;Blazers;38
Yao Ming;Kings;30
John Stockton;Suns;21
Ray Allen;Jazz;20
Dirk Nowitzki;Hawks;39
Ja Morant;Magic;20
Kyrie irving;Pacers;21
Dominique Wilkins;Wizards;25
Ray Allen;Mavericks;22
Mugsy Bouges;Warriors;32
James Harden;Celtics;23
Charles Barkley;76ers;34
Steph Curry;Rockets;31
Dennis Rodman;Rockets;28
Michael Jordan;Kings;24
Yao Ming;Pacers;36
Ray Allen;Nuggets;19
Kevin McHale;Pacers;29
Kareem Abdul-Jabbar;Grizzlies;34
Shaquille Oneal;Celtics;35
Vince carter;Bucks;26
Karl Anthony-Towns;Thunder;35
Dennis Rodman;Spurs;32
Charles Barkley;Spurs;33
Kevin Garnett;Hornets;18
Dominique Wilkins;Bulls;28
Dwight Howard;Nets;32
Allen Iverson;Suns;22
Bradley Beal;Mavericks;20
Paul Pierce;Pelicans;27
Elgin Baylor;Magic;18
Ja Morant;Rockets;38
Reggie Miller;76ers;25
Elgin Baylor;Lakers;40
Michael Jordan;Wizards;26
Kevin McHale;Jazz;22
Dennis Rodman;Hornets;29
Kevin Durant;Magic;24
Magic Johnson;Magic;41
Charles Barkley;Mavericks;28
Russell Westbrook;Nets;33
Steve Nash;Raptors;21
Dominique Wilkins;Kings;41
Jason Kidd;Nuggets;37
Rudy Gobert;Raptors;21
Dennis Rodman;Pelicans;40
Penny Hardaway;Pacers;32
Carmelo Anthony;Pistons;40
Manute Bol;Blazers;34
Julius Erwing;Bucks;22
David Robinson;Rockets;21
Kevin Durant;Jazz;19
Giannis Antetokounmpo;Wizards;31
Blake Griffin;Magic;41
Moses Malone;Wizards;34
Shaquille Oneal;Wizards;24
Chris Paul;Blazers;36
DeMar DeRozan;Bulls;31
Donovan Mitchell;Warriors;25
Kawhi Leonard;Warriors;25
Bill Russell;Spurs;37
Magic Johnson;Grizzlies;20
Karl Malone;Knicks;26
Kyrie irving;Suns;24
Patrick Ewing;Raptors;28
George Gervin;Cavaliers;36
Tim Duncan;Magic;33
Rudy Gobert;Wizards;28
Anthony Davis;Bucks;32
Bradley Beal;Nets;28
Scottie Pippen;Kings;24
Reggie Miller;Nets;37
Kevin McHale;Bulls;29
Hakeem Olajuwon;Jazz;19
DeMar DeRozan;Blazers;31
Carmelo Anthony;Bulls;28
Blake Griffin;Hawks;18
Devin Booker;Jazz;22
Larry Bird;Warriors;21
Kemba Walker;Mavericks;32
Devin Booker;Hornets;39
Yao Ming;Mavericks;21
John Wall;Wizards;29
Kareem Abdul-Jabbar;Clippers;18
Steph Curry;Suns;28
John Wall;Celtics;26
Hakeem Olajuwon;Lakers;24
Karl Anthony-Towns;Mavericks;28
Manute Bol;Warriors;35
Steph Curry;Wizards;30
Kevin Garnett;Thunder;32
DeAron Fox;Celtics;33
DeMar DeRozan;Knicks;30
Steph Curry;Celtics;40
Nikola Jokic;Timberwolves;20
Penny Hardaway;Bulls;26
Dwight Howard;Nuggets;20
Mugsy Bouges;Raptors;20
Blake Griffin;Knicks;22
Charles Barkley;Bucks;41
Shaquille Oneal;Mavericks;24
Carmelo Anthony;Nets;33
Kareem Abdul-Jabbar;Heat;26
Manute Bol;Nets;33
Larry Bird;Magic;35
Charles Barkley;Raptors;40
Rudy Gobert;Warriors;25
Dwyane Wade;76ers;32
Bill Russell;Clippers;40
Nikola Jokic;Clippers;21
Kyrie irving;Thunder;31
LeBron James;Hawks;29
Blake Griffin;Heat;41
Jason Kidd;Clippers;39
Reggie Miller;Pacers;39
Dwight Howard;Thunder;40
Jerry West;Nets;38
Kareem Abdul-Jabbar;Bulls;27
Kobe Bryant;Clippers;25
Carmelo Anthony;Warriors;35
Jamal Murray;Nets;19
Chris Paul;Grizzlies;39
Shaquille Oneal;Mavericks;21
Penny Hardaway;Nets;20
Dwight Howard;Wizards;33
John Wall;Lakers;21
Dwyane Wade;Blazers;35
Hakeem Olajuwon;Magic;23
Penny Hardaway;Mavericks;25
Kobe Bryant;Cavaliers;32
Carmelo Anthony;Magic;22
Devin Booker;Wizards;18
John Stockton;Spurs;20
Chris Paul;Suns;41
Magic Johnson;Spurs;27
Chris Paul;Wizards;31
Shaquille Oneal;Bucks;24
LeBron James;Lakers;39
John Wall;Hornets;31
Yao Ming;Pistons;28
Giannis Antetokounmpo;Pelicans;20
Kemba Walker;Bulls;31
Blake Griffin;Nuggets;23
Russell Westbrook;Lakers;28
David Robinson;Heat;34
Dominique Wilkins;Wizards;38
Kevin Garnett;Thunder;25
Wilt Chamberlain;Thunder;35
Julius Erwing;Hawks;26
Scottie Pippen;Knicks;33
Dominique Wilkins;Nuggets;39
Damian Lillard;Rockets;26
Paul George;Wizards;29
Damian Lillard;Suns;28
Jamal Murray;Wizards;35
DeMar DeRozan;Pistons;39
Hakeem Olajuwon;Grizzlies;41
DeAron Fox;Blazers;28
Luka Doncic;Mavericks;31
Yao Ming;Nuggets;27
John Wall;Pelicans;41
Paul George;Cavaliers;29
Chris Bosh;Pacers;34
Shaquille Oneal;Bulls;39
Paul George;Wizards;27
Ja Morant;Warriors;28
Michael Jordan;Bucks;20
Bradley Beal;Celtics;35
Kemba Walker;Bucks;28
Russell Westbrook;Suns;24
Carmelo Anthony;Raptors;41
Jerry West;Kings;36
Reggie Miller;Heat;41
Karl Malone;Lakers;37
Chris Paul;76ers;37
Donovan Mitchell;Jazz;22
Dwyane Wade;Spurs;21
DeAron Fox;Clippers;28
Steve Nash;Wizards;39
Kevin Durant;Hawks;23
Moses Malone;Rockets;41
Steph Curry;Nets;31
Tracy McGrady;Bulls;37
Scottie Pippen;Hawks;33
Vince carter;Rockets;18
Rudy Gobert;Bucks;35
Kareem Abdul-Jabbar;Timberwolves;36
John Wall;Thunder;35
Kyrie irving;Hawks;31
Dennis Rodman;Warriors;39
Isiah Thomas;Magic;34
Ray Allen;Kings;25
John Wall;Spurs;20
Vince carter;Blazers;29
Dennis Rodman;Wizards;19
Damian Lillard;Raptors;41
Kemba Walker;Suns;23
Magic Johnson;Nuggets;26
Klay Thompson;Pacers;23
LeBron James;Rockets;41
Nikola Jokic;Bulls;18
Dirk Nowitzki;Jazz;27
Kevin McHale;Mavericks;18
John Wall;Pelicans;35
Bradley Beal;Pistons;36
Joel Embiid;Pelicans;27
Dwight Howard;Bulls;28
CJ McCollum;Warriors;33
Kevin McHale;Pistons;29
Kevin McHale;Magic;27
Carmelo Anthony;Spurs;19
Carmelo Anthony;Wizards;31
Scottie Pippen;Clippers;30
Karl Anthony-Towns;Timberwolves;20
Donovan Mitchell;Knicks;38
Kobe Bryant;Cavaliers;24
Moses Malone;76ers;20
CJ McCollum;Cavaliers;33
Bill Russell;Pacers;36
Steph Curry;Pistons;34
Giannis Antetokounmpo;Warriors;41
Manute Bol;Nuggets;31
LeBron James;Cavaliers;41
Jason Kidd;Timberwolves;36
Kyrie irving;Lakers;21
Larry Bird;Celtics;38
Kemba Walker;Nets;37
John Stockton;Blazers;18
Patrick Ewing;Celtics;20
Charles Barkley;Jazz;35
Giannis Antetokounmpo;Knicks;39
John Stockton;Timberwolves;18
Karl Anthony-Towns;Clippers;19
Dwyane Wade;Warriors;33
Anthony Davis;Nuggets;41
Blake Griffin;Bucks;23
Paul George;Hornets;32
Scottie Pippen;Pacers;27
Charles Barkley;Nuggets;40
James Worthy;Nets;25
Yao Ming;Pacers;30
Paul Pierce;Lakers;25
Kevin McHale;Spurs;37
Kemba Walker;Heat;21
George Gervin;Knicks;25
John Wall;Grizzlies;21
Steve Nash;Heat;18
Hakeem Olajuwon;Nuggets;25
Jerry West;Nets;38
Dirk Nowitzki;Clippers;33
Steve Nash;Lakers;31
Ray Allen;Kings;22
Hakeem Olajuwon;Raptors;38
James Harden;Celtics;40
Rudy Gobert;Kings;39
Kemba Walker;Hornets;41
Moses Malone;Hornets;29
Jason Kidd;Raptors;20
Isiah Thomas;Hornets;23
Patrick Ewing;Magic;37
Elgin Baylor;Wizards;36
Scottie Pippen;Celtics;28
Bradley Beal;Celtics;19
Ray Allen;Magic;21
Isiah Thomas;Pacers;29
Steph Curry;Mavericks;32
Michael Jordan;Kings;22
Patrick Ewing;Blazers;40
Russell Westbrook;Hornets;23
Kevin McHale;Knicks;24
Dwight Howard;Lakers;35
Dirk Nowitzki;Suns;31
Scottie Pippen;Kings;34
James Worthy;Magic;30
Kyrie irving;Mavericks;28
Yao Ming;Jazz;31
Kobe Bryant;Nuggets;34
Paul George;Hornets;31
George Mikan;Cavaliers;30
Karl Anthony-Towns;Jazz;31
David Robinson;Grizzlies;32
Donovan Mitchell;Wizards;24
Charles Barkley;76ers;32
Michael Jordan;Mavericks;22
Kevin Garnett;Pacers;39
Isiah Thomas;Celtics;32
Dirk Nowitzki;Pacers;28
Kevin Garnett;Suns;26
Chris Paul;Celtics;41
James Harden;Hawks;27
John Wall;Pacers;41
Larry Bird;Jazz;27
Elgin Baylor;Pistons;40
Moses Malone;Grizzlies;22
Julius Erwing;Spurs;22
Blake Griffin;Lakers;34
Kareem Abdul-Jabbar;Pistons;31
Julius Erwing;Pacers;41
Kemba Walker;Timberwolves;20
Giannis Antetokounmpo;Magic;25
Yao Ming;Grizzlies;36
Moses Malone;Wizards;33
Dwight Howard;Kings;19
John Stockton;Clippers;19
Steph Curry;Nuggets;23
James Harden;Pelicans;24
Yao Ming;76ers;36
Magic Johnson;Clippers;31
Tracy McGrady;Wizards;34
CJ McCollum;Hornets;38
Reggie Miller;Bulls;24
Moses Malone;Pacers;29
Nikola Jokic;Celtics;21
Julius Erwing;Wizards;18
Julius Erwing;Hawks;31
Karl Anthony-Towns;Pacers;33
Joel Embiid;Heat;39
Paul Pierce;Warriors;28
Ja Morant;Jazz;27
Scottie Pippen;Kings;27
Kevin Garnett;Grizzlies;38
Kyrie irving;Bucks;30
Anthony Davis;Magic;37
Carmelo Anthony;Wizards;24
John Stockton;Grizzlies;26
Paul Pierce;Pacers;34
Giannis Antetokounmpo;Bulls;20
Russell Westbrook;Hornets;41
Carmelo Anthony;Heat;40
Dwyane Wade;Thunder;34
Ja Morant;Spurs;19
Chris Bosh;Pacers;37
Hakeem Olajuwon;Bucks;24
Russell Westbrook;Timberwolves;22
DeMar DeRozan;Warriors;32
Steph Curry;Nets;39
Reggie Miller;Nuggets;25
DeMar DeRozan;Thunder;21
Vince carter;Hawks;20
Ray Allen;Bucks;20
Paul George;Bulls;29
Bill Russell;Magic;28
George Mikan;Jazz;24
Mugsy Bouges;Kings;29
David Robinson;76ers;24
Mugsy Bouges;Spurs;31
Karl Anthony-Towns;Thunder;20
Charles Barkley;Rockets;26
Yao Ming;Nets;35
George Gervin;Hawks;19
Karl Anthony-Towns;Thunder;35
Jamal Murray;Magic;26
Kemba Walker;Nets;25
John Stockton;Kings;38
Nikola Jokic;Thunder;22
Chris Paul;Thunder;18
George Gervin;Knicks;41
Kemba Walker;Wizards;29
CJ McCollum;Nets;19
DeMar DeRozan;Kings;28
Karl Malone;Wizards;27
LeBron James;Pacers;35
Nikola Jokic;Rockets;31
Chris Bosh;Rockets;20
Kyrie irving;Spurs;32
Dominique Wilkins;Bulls;33
Vince carter;Celtics;40
Ja Morant;Heat;35
Reggie Miller;Pelicans;30
Ray Allen;Bucks;18
Karl Anthony-Towns;Cavaliers;33
Joel Embiid;Thunder;27
Jason Kidd;Heat;37
Blake Griffin;Nets;24
David Robinson;Suns;22
Karl Malone;Wizards;41
Kyrie irving;Thunder;24
Steph Curry;Pacers;21
Charles Barkley;Blazers;31
Michael Jordan;Hornets;20
David Robinson;Thunder;23
Isiah Thomas;Hornets;35
Luka Doncic;Hawks;40
Magic Johnson;Knicks;31
Rudy Gobert;Magic;23
DeAron Fox;Raptors;34
Isiah Thomas;Thunder;24
Chris Bosh;Jazz;23
Giannis Antetokounmpo;Hawks;29
Manute Bol;76ers;37
LeBron James;Suns;26
Steve Nash;Heat;33
Vince carter;Cavaliers;21
Hakeem Olajuwon;Blazers;22
Kawhi Leonard;Pistons;38
Klay Thompson;Thunder;39
Rudy Gobert;Pistons;19
Moses Malone;Nuggets;34
Bradley Beal;Jazz;23
Russell Westbrook;Bucks;27
Kareem Abdul-Jabbar;Pelicans;39
Charles Barkley;76ers;34
Hakeem Olajuwon;Spurs;28
Donovan Mitchell;Magic;25
Patrick Ewing;Grizzlies;38
Chris Paul;Spurs;38
Kareem Abdul-Jabbar;Hawks;29
Hakeem Olajuwon;Cavaliers;31
Jerry West;Mavericks;40
Dwyane Wade;Jazz;38
Shaquille Oneal;Heat;20
Penny Hardaway;Grizzlies;27
Devin Booker;Thunder;26
Larry Bird;Lakers;32
Yao Ming;Rockets;22
DeAron Fox;Nets;27
Hakeem Olajuwon;Hornets;33
Wilt Chamberlain;Lakers;24
Nikola Jokic;Grizzlies;38
Reggie Miller;Clippers;25
Dominique Wilkins;Heat;33
Tim Duncan;Heat;36
Dominique Wilkins;Nets;33
Tracy McGrady;Lakers;29
Jamal Murray;Spurs;28
Moses Malone;Pistons;36
Patrick Ewing;Magic;36
CJ McCollum;Celtics;24
Nikola Jokic;Pelicans;18
Larry Bird;Jazz;39
Joel Embiid;Clippers;24
Jerry West;Spurs;31
Kevin McHale;Magic;18
Chris Paul;Jazz;32
Scottie Pippen;Nets;21
Kobe Bryant;Thunder;21
Paul George;Kings;32
CJ McCollum;Clippers;41
Patrick Ewing;Celtics;19
Dirk Nowitzki;Pistons;38
Reggie Miller;Timberwolves;35
Chris Paul;Grizzlies;39
Karl Anthony-Towns;Warriors;18
Kemba Walker;Lakers;35
Bill Russell;Bucks;25
Charles Barkley;Bucks;30
Wilt Chamberlain;76ers;20
Tim Duncan;Cavaliers;26
Steve Nash;Timberwolves;21
Vince carter;Pelicans;37
Steve Nash;Suns;33
Patrick Ewing;Knicks;21
Dirk Nowitzki;Lakers;19
Dirk Nowitzki;Warriors;33
Vince carter;Raptors;30
Isiah Thomas;Jazz;39
Tracy McGrady;Pacers;26
Jamal Murray;Bucks;34
Rudy Gobert;Bucks;34
Joel Embiid;Spurs;21
LeBron James;Raptors;30
Wilt Chamberlain;Pistons;29
Dirk Nowitzki;Magic;40
Mugsy Bouges;Wizards;19
Dirk Nowitzki;Timberwolves;41
James Worthy;Bulls;41
Karl Malone;76ers;41
Giannis Antetokounmpo;Knicks;18
George Mikan;Hornets;21
Tim Duncan;Thunder;38
Tim Duncan;Magic;23
Bill Russell;Celtics;37
Dominique Wilkins;Raptors;32
CJ McCollum;Warriors;22
LeBron James;Hornets;40
Dennis Rodman;Rockets;35
Scottie Pippen;Raptors;29
Michael Jordan;Warriors;39
Tracy McGrady;Wizards;38
Tim Duncan;Thunder;33
Bill Russell;Mavericks;20
Wilt Chamberlain;Blazers;30
Moses Malone;Nets;24
James Worthy;Grizzlies;31
Klay Thompson;Warriors;29
Karl Anthony-Towns;Rockets;37
Nikola Jokic;Lakers;38
James Harden;Blazers;33
Luka Doncic;Bulls;23
Luka Doncic;Kings;27
Dwyane Wade;Bucks;36
Bradley Beal;Celtics;32
Mugsy Bouges;Rockets;40
Chris Paul;Thunder;19
Wilt Chamberlain;Grizzlies;25
Moses Malone;Warriors;38
Scottie Pippen;Kings;40
Kevin Durant;Heat;34
Allen Iverson;Blazers;40
John Stockton;Nuggets;24
Karl Malone;Blazers;35
Tracy McGrady;Warriors;26
Anthony Davis;Hawks;34
Carmelo Anthony;Hornets;40
Kobe Bryant;Pistons;31
James Worthy;Wizards;34
Luka Doncic;Nuggets;27
Manute Bol;Heat;33
Klay Thompson;Suns;34
Ja Morant;Warriors;29
Manute Bol;Knicks;36
Yao Ming;Warriors;27
Giannis Antetokounmpo;Nuggets;19
David Robinson;Magic;26
Kareem Abdul-Jabbar;Knicks;29
Anthony Davis;Thunder;27
Giannis Antetokounmpo;Mavericks;34
Patrick Ewing;Rockets;36
Yao Ming;Blazers;30
DeAron Fox;Raptors;21
Kevin McHale;Clippers;36
Jamal Murray;Lakers;20
Ja Morant;Hawks;33
George Gervin;Lakers;39
Bill Russell;Pacers;22
Larry Bird;Suns;40
Manute Bol;Pacers;28
Chris Bosh;Hawks;31
LeBron James;Raptors;31
Ja Morant;Hawks;29
Anthony Davis;Nuggets;31
Yao Ming;Kings;33
Steph Curry;Hawks;29
Rudy Gobert;Bulls;27
Wilt Chamberlain;Pelicans;18
Bill Russell;Hornets;26
Kevin Durant;Celtics;38
Ray Allen;Nuggets;35
George Gervin;Pacers;18
Bill Russell;Nuggets;23
Nikola Jokic;Nuggets;27
Ja Morant;Kings;32
CJ McCollum;Wizards;39
Magic Johnson;Clippers;33
Nikola Jokic;Hawks;28
James Harden;Wizards;33
Dwyane Wade;Nets;36
Tim Duncan;Pelicans;29
Steph Curry;Lakers;39
Kevin McHale;Wizards;27
Vince carter;Wizards;22
Tim Duncan;Cavaliers;22
Allen Iverson;Hawks;40
Steph Curry;Celtics;38
Bill Russell;Pacers;25
DeAron Fox;Suns;23
Chris Paul;Magic;19
Yao Ming;Raptors;27
Nikola Jokic;Magic;24
Karl Anthony-Towns;Suns;33
Karl Anthony-Towns;Magic;20
Steve Nash;Bucks;41
Hakeem Olajuwon;Timberwolves;38
Scottie Pippen;Warriors;23
Yao Ming;Raptors;39
John Wall;Wizards;24
Isiah Thomas;Warriors;19
CJ McCollum;Knicks;37
Anthony Davis;Raptors;28
Dwyane Wade;Raptors;39
DeAron Fox;Blazers;38
Karl Anthony-Towns;Lakers;19
DeAron Fox;Grizzlies;22
Joel Embiid;Jazz;25
David Robinson;Blazers;32
Anthony Davis;Nets;39
Steve Nash;Celtics;23
Giannis Antetokounmpo;Hornets;21
Steve Nash;Nets;40
Nikola Jokic;Kings;25
George Mikan;Raptors;29
Carmelo Anthony;Spurs;32
Dwyane Wade;Nuggets;21
Kevin Garnett;Pistons;34
Luka Doncic;Suns;32
Bill Russell;Pacers;18
Paul Pierce;Grizzlies;33
Bill Russell;Nets;23
Dwyane Wade;Mavericks;26
Patrick Ewing;Warriors;37
Dennis Rodman;Suns;35
Karl Malone;Grizzlies;21
Tim Duncan;Cavaliers;29
Giannis Antetokounmpo;Grizzlies;40
Rudy Gobert;Thunder;26
Kareem Abdul-Jabbar;Cavaliers;39
Wilt Chamberlain;Magic;36
Kyrie irving;Bucks;35
Kawhi Leonard;Suns;24
Donovan Mitchell;Heat;28
Kobe Bryant;Celtics;25
Magic Johnson;Clippers;21
Dennis Rodman;Timberwolves;22
Kyrie irving;Spurs;28
Klay Thompson;Raptors;33
Bradley Beal;Thunder;37
Steph Curry;Lakers;26
Moses Malone;Thunder;23
Russell Westbrook;Cavaliers;19
Carmelo Anthony;Celtics;20
Kobe Bryant;Nets;27
Wilt Chamberlain;Heat;28
Kevin Durant;Bulls;28
Kareem Abdul-Jabbar;Grizzlies;24
Mugsy Bouges;Raptors;25
James Worthy;Grizzlies;20
Dwight Howard;Jazz;29
James Harden;Rockets;27
Nikola Jokic;Pacers;27
Wilt Chamberlain;Warriors;19
Blake Griffin;Bulls;40
James Worthy;Timberwolves;20
Bill Russell;Clippers;23
Reggie Miller;Grizzlies;30
Paul George;Knicks;32
